EDGE_TYPE,EXTERNAL,GID_STS,LABEL,NEIGH_TYPE,NEIGH_WEB_CONN,NODE_TYPE,SUSPICIOUS,TIMESTAMP,UID_STS,UUID,VERSION,WEB_CONN
2,1,0,1,1,1,3,0,1498934503961974519,0,a4b43224-b384-420d-9a4c-2ceb1f436529:ee01d9bb-5e8c-11e7-a272-080027d14c67,0,1
2,1,0,1,1,1,3,0,1498934504963971809,0,a4b43224-b384-420d-9a4c-2ceb1f436529:ee9abbc7-5e8c-11e7-a272-080027d14c67,0,1
2,1,0,1,1,1,3,0,1498934590316279512,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:217a905d-5e8d-11e7-92f3-080027d14c66,0,1
2,1,0,1,1,1,3,0,1498934591018971864,0,a4b43224-b384-420d-9a4c-2ceb1f436529:21e5c9dd-5e8d-11e7-a278-080027d14c67,0,1
2,1,0,1,1,1,3,0,1498934595319874959,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:2475f36d-5e8d-11e7-92f3-080027d14c66,0,1
2,1,0,1,1,1,3,0,1498934596322875522,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:250f0132-5e8d-11e7-92f3-080027d14c66,0,1
2,1,0,1,1,1,3,0,1498934596025047545,0,a4b43224-b384-420d-9a4c-2ceb1f436529:24e18fea-5e8d-11e7-a278-080027d14c67,0,1
2,1,0,1,1,1,3,0,1498934597027970707,0,a4b43224-b384-420d-9a4c-2ceb1f436529:257a9644-5e8d-11e7-a278-080027d14c67,0,1
2,1,0,1,1,1,3,0,1498934613330879036,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:2f3254a5-5e8d-11e7-92f3-080027d14c66,0,1
2,1,0,1,1,1,3,0,1498934614041516170,0,a4b43224-b384-420d-9a4c-2ceb1f436529:2f9f709a-5e8d-11e7-a278-080027d14c67,0,1
2,1,0,1,1,1,3,0,1498934618334876499,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:322dc599-5e8d-11e7-92f3-080027d14c66,0,1
2,1,0,1,1,1,3,0,1498934619336872770,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:32c6a982-5e8d-11e7-92f3-080027d14c66,0,1
2,1,0,1,1,1,3,0,1498934619049402290,0,a4b43224-b384-420d-9a4c-2ceb1f436529:329aca29-5e8d-11e7-a278-080027d14c67,0,1
2,1,0,1,1,1,3,0,1498934620051963028,0,a4b43224-b384-420d-9a4c-2ceb1f436529:3333c5ce-5e8d-11e7-a278-080027d14c67,0,1
2,1,0,1,1,1,3,0,1498934636344869683,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:3ce9fcf4-5e8d-11e7-92f3-080027d14c66,0,1
2,1,0,1,1,1,3,0,1498934637059965924,0,a4b43224-b384-420d-9a4c-2ceb1f436529:3d5715f4-5e8d-11e7-a278-080027d14c67,0,1
2,1,1,1,1,1,3,1,1498934640002674168,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:3f183756-5e8d-11e7-92f4-080027d14c66,0,1
2,1,1,1,1,1,3,1,1498934640001962710,1,a4b43224-b384-420d-9a4c-2ceb1f436529:3f182136-5e8d-11e7-a27a-080027d14c67,0,1
2,1,0,1,1,1,3,0,1498934641348311183,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:3fe555dc-5e8d-11e7-92f4-080027d14c66,0,1
2,1,0,1,1,1,3,0,1498934642350872348,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:407e528e-5e8d-11e7-92f4-080027d14c66,0,1
2,1,0,1,1,1,3,0,1498934642062971915,0,a4b43224-b384-420d-9a4c-2ceb1f436529:40526310-5e8d-11e7-a27a-080027d14c67,0,1
2,1,0,1,1,1,3,0,1498934643063979472,0,a4b43224-b384-420d-9a4c-2ceb1f436529:40eb22b9-5e8d-11e7-a27a-080027d14c67,0,1
2,1,0,1,1,1,3,0,1498934659371835804,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:4aa3cc80-5e8d-11e7-92f4-080027d14c66,0,1
2,1,0,1,1,1,3,0,1498934660073966407,0,a4b43224-b384-420d-9a4c-2ceb1f436529:4b0ec044-5e8d-11e7-a27a-080027d14c67,0,1
2,1,0,1,1,1,3,0,1498934664375866214,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:4d9f1163-5e8d-11e7-92f4-080027d14c66,0,1
2,1,0,1,1,1,3,0,1498934665377873421,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:4e37f6cb-5e8d-11e7-92f4-080027d14c66,0,1
2,1,0,1,1,1,3,0,1498934665078964781,0,a4b43224-b384-420d-9a4c-2ceb1f436529:4e0a59d0-5e8d-11e7-a27a-080027d14c67,0,1
2,1,0,1,1,1,3,0,1498934666081958162,0,a4b43224-b384-420d-9a4c-2ceb1f436529:4ea36345-5e8d-11e7-a27a-080027d14c67,0,1
2,1,0,1,1,1,3,0,1498934682385872718,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:585b44c3-5e8d-11e7-92f4-080027d14c66,0,1
2,1,0,1,1,1,3,0,1498934683090964165,0,a4b43224-b384-420d-9a4c-2ceb1f436529:58c6ded7-5e8d-11e7-a27a-080027d14c67,0,1
2,1,0,1,1,1,3,0,1498934687390682216,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5b56d760-5e8d-11e7-92f4-080027d14c66,0,1
2,1,0,1,1,1,3,0,1498934688393870806,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5befeaa6-5e8d-11e7-92f4-080027d14c66,0,1
2,1,0,1,1,1,3,0,1498934688094976319,0,a4b43224-b384-420d-9a4c-2ceb1f436529:5bc25168-5e8d-11e7-a27a-080027d14c67,0,1
