,EDGE_TYPE,EXTERNAL,GID_STS,HIDE,NEIGH_TYPE,NEIGH_WEB_CONN,NODE_TYPE,SHOW,SUSPICIOUS,TIMESTAMP,UID_STS,UUID,VERSION,WEB_CONN
3605,2,0,1,1,1,0,2,0,0,1498934454621165533,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:d9bc9126-0a7c-bf5e-bc0a-d0c80ebf3f26,9,0
3606,2,0,1,1,1,0,2,0,0,1498934454621165533,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:ed229ef1-8d55-9653-958d-9e5c93961610,2,0
3607,2,0,1,1,1,0,2,0,0,1498934454621165533,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:ed229ef1-8d55-9653-958d-9e5c93961610,2,0
3608,2,0,1,1,1,0,2,0,0,1498934454621165533,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:ed229ef1-8d55-9653-958d-9e5c93961610,2,0
3609,2,0,1,1,1,0,2,0,0,1498934454621165533,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:ed229ef1-8d55-9653-958d-9e5c93961610,2,0
3610,2,0,1,1,1,0,2,0,0,1498934454621165533,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:0f1cda4d-fc4f-dc5c-8ffc-b6170cdc3011,3,0
3611,2,0,1,1,1,0,2,0,0,1498934454621165533,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:d9bc9126-0a7c-bf5e-bc0a-d0c80ebf3f26,9,0
3612,2,0,1,1,1,0,2,0,0,1498934454621165533,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:0f1cda4d-fc4f-dc5c-8ffc-b6170cdc3011,3,0
3613,2,0,1,1,1,0,2,0,0,1498934454621165533,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:0f1cda4d-fc4f-dc5c-8ffc-b6170cdc3011,3,0
3614,2,0,1,1,1,0,2,0,0,1498934454621165533,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:8fd6b284-3b43-155d-833b-de5ecd15dced,2,0
3615,2,0,1,1,1,0,2,0,0,1498934454621165533,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:d9bc9126-0a7c-bf5e-bc0a-d0c80ebf3f26,9,0
3616,2,0,1,1,1,0,2,0,0,1498934454621165533,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:0657349e-2ff5-3652-b52f-565172362aa4,2,0
3617,2,0,1,1,1,0,2,0,0,1498934454621165533,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:0657349e-2ff5-3652-b52f-565172362aa4,2,0
3618,2,0,1,1,1,0,2,0,0,1498934454621165533,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:0657349e-2ff5-3652-b52f-565172362aa4,2,0
3619,2,0,1,1,1,0,2,0,0,1498934454621165533,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:0657349e-2ff5-3652-b52f-565172362aa4,2,0
3620,2,0,1,1,1,0,2,0,0,1498934454621165533,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:4e7828b0-d887-455e-87d8-26a93e454820,2,0
3621,2,0,1,1,1,0,2,0,0,1498934454621165533,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:4e7828b0-d887-455e-87d8-26a93e454820,2,0
3622,2,0,1,1,1,0,2,0,0,1498934454621165533,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:4e7828b0-d887-455e-87d8-26a93e454820,2,0
3623,2,0,1,1,1,0,2,0,0,1498934454631031910,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:1c82cf16-a5cd-3b5f-8da5-4c1b9f3b42e8,2,0
3624,2,0,1,1,1,0,2,0,0,1498934454631031910,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:1c82cf16-a5cd-3b5f-8da5-4c1b9f3b42e8,2,0
3625,2,0,1,1,1,0,2,0,0,1498934454631031910,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:1c82cf16-a5cd-3b5f-8da5-4c1b9f3b42e8,2,0
3626,2,0,1,1,1,0,2,0,0,1498934454631031910,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:1c82cf16-a5cd-3b5f-8da5-4c1b9f3b42e8,2,0
3627,2,0,1,1,1,0,2,0,0,1498934454631031910,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:973c4a5b-8039-6254-b980-aca8e462296f,2,0
3628,2,0,1,1,1,0,2,0,0,1498934454631031910,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:973c4a5b-8039-6254-b980-aca8e462296f,2,0
3629,2,0,1,1,1,0,2,0,0,1498934454631031910,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:973c4a5b-8039-6254-b980-aca8e462296f,2,0
3630,2,0,1,1,1,0,2,0,0,1498934454637905491,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:0289d9da-281a-f656-9a28-d432c6f6acd0,2,0
3631,2,0,1,1,1,0,2,0,0,1498934454637905491,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:0289d9da-281a-f656-9a28-d432c6f6acd0,2,0
3632,2,0,1,1,1,0,2,0,0,1498934454637905491,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:0289d9da-281a-f656-9a28-d432c6f6acd0,2,0
3633,2,0,1,1,1,0,2,0,0,1498934454637905491,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:0289d9da-281a-f656-9a28-d432c6f6acd0,2,0
3634,2,0,1,1,1,0,2,0,0,1498934454637905491,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:a2c1fa61-40b4-0054-b440-c16844006b62,2,0
3635,2,0,1,1,1,0,2,0,0,1498934454735337211,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:a2c1fa61-40b4-0054-b440-c16844006b62,3,0
3636,2,0,1,1,1,0,2,0,0,1498934454735337211,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:a2c1fa61-40b4-0054-b440-c16844006b62,3,0
3637,2,0,1,1,1,0,2,0,0,1498934454735337211,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:a2c1fa61-40b4-0054-b440-c16844006b62,3,0
3638,2,0,1,1,1,0,2,0,0,1498934454735337211,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:e84073f3-1962-e856-a219-4488f6e8c908,2,0
3639,2,0,1,1,1,0,2,0,0,1498934454735337211,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:e84073f3-1962-e856-a219-4488f6e8c908,2,0
3640,2,0,1,1,1,0,2,0,0,1498934454735337211,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:e84073f3-1962-e856-a219-4488f6e8c908,2,0
3641,2,0,1,1,1,0,2,0,0,1498934454735337211,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:e84073f3-1962-e856-a219-4488f6e8c908,2,0
3642,2,0,1,1,1,0,2,0,0,1498934454735337211,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:7e7c8dc0-e86a-055c-aae8-7817bc056be9,2,0
3643,2,0,1,1,1,0,2,0,0,1498934454741878743,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:7e7c8dc0-e86a-055c-aae8-7817bc056be9,4,0
3644,2,0,1,1,1,0,2,0,0,1498934454741878743,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:7e7c8dc0-e86a-055c-aae8-7817bc056be9,4,0
3645,2,0,1,1,1,0,2,0,0,1498934454741878743,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:fb92cc0b-1c11-ea59-911c-4e37f9eabc7b,2,0
3646,2,0,1,1,1,0,2,0,0,1498934454741878743,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:fb92cc0b-1c11-ea59-911c-4e37f9eabc7b,2,0
3647,2,0,1,1,1,0,2,0,0,1498934454741878743,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:fb92cc0b-1c11-ea59-911c-4e37f9eabc7b,2,0
3648,2,0,1,1,1,0,2,0,0,1498934454741878743,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:fb92cc0b-1c11-ea59-911c-4e37f9eabc7b,2,0
3649,2,0,1,1,1,0,2,0,0,1498934454741878743,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:b518f1cc-a1fc-cd54-bca1-0166f4cde46c,2,0
3650,2,0,1,1,1,0,2,0,0,1498934454746847065,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:b518f1cc-a1fc-cd54-bca1-0166f4cde46c,4,0
3651,2,0,1,1,1,0,2,0,0,1498934454746847065,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:b518f1cc-a1fc-cd54-bca1-0166f4cde46c,4,0
3652,2,0,1,1,1,0,2,0,0,1498934454746847065,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:8fd6b284-3b43-155d-833b-de5ecd15dced,3,0
3653,2,0,1,1,1,0,2,0,0,1498934454746847065,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:d9bc9126-0a7c-bf5e-bc0a-d0c80ebf3f26,12,0
3654,2,0,1,1,1,0,2,0,0,1498934454746847065,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:8fd6b284-3b43-155d-833b-de5ecd15dced,3,0
3655,2,0,1,1,1,0,2,0,0,1498934454746847065,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:8fd6b284-3b43-155d-833b-de5ecd15dced,3,0
3656,2,0,1,1,1,0,2,0,0,1498934454746847065,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:407f126b-14b3-2a56-b314-5259562a0b05,8,0
3657,2,0,1,1,1,0,2,0,0,1498934454746847065,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:d9bc9126-0a7c-bf5e-bc0a-d0c80ebf3f26,12,0
3658,2,0,1,1,1,0,2,0,0,1498934454746847065,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:80b2e392-71b0-e050-b071-6230d0e071bc,0,0
3659,2,0,1,1,1,0,2,0,0,1498934454746847065,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:407f126b-14b3-2a56-b314-5259562a0b05,8,0
3660,2,0,1,1,1,0,2,0,0,1498934454746847065,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5bc35814-db3a-f455-badb-6eae45f47b79,0,0
3661,2,0,1,1,1,0,2,0,0,1498934454746847065,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5bc35814-db3a-f455-badb-6eae45f47b79,0,0
3662,2,0,1,1,1,0,2,0,0,1498934454751090882,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:2b7daa29-2755-bf5c-9527-16e1dcbf0ad9,0,0
3663,2,0,1,1,1,0,2,0,0,1498934454751090882,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:2b7daa29-2755-bf5c-9527-16e1dcbf0ad9,0,0
3664,2,0,1,1,1,0,2,0,0,1498934454751090882,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:9ef0650e-f51c-3556-9cf5-b41ad635550a,0,0
3665,2,0,1,1,1,0,2,0,0,1498934454751090882,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:9ef0650e-f51c-3556-9cf5-b41ad635550a,0,0
3666,2,0,1,1,1,0,2,0,0,1498934454751090882,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:b718c5b2-b49e-c652-9eb4-dd48d2c6ac6d,2,0
3667,2,0,1,1,1,0,2,0,0,1498934454751090882,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:b718c5b2-b49e-c652-9eb4-dd48d2c6ac6d,2,0
3668,2,0,1,1,1,0,2,0,0,1498934454751090882,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:b718c5b2-b49e-c652-9eb4-dd48d2c6ac6d,2,0
3669,2,0,1,1,1,0,2,0,0,1498934454751090882,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:b718c5b2-b49e-c652-9eb4-dd48d2c6ac6d,2,0
3670,2,0,1,1,1,0,2,0,0,1498934454751090882,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:54923d22-ed11-a95e-91ed-4ad7bea9a1cd,0,0
3671,2,0,1,1,1,0,2,0,0,1498934454751090882,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:54923d22-ed11-a95e-91ed-4ad7bea9a1cd,0,0
3672,2,0,1,1,1,0,2,0,0,1498934454751090882,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:cd081e7d-28b0-d852-b028-a4c132d8f0e3,0,0
3673,2,0,1,1,1,0,2,0,0,1498934454751090882,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:cd081e7d-28b0-d852-b028-a4c132d8f0e3,0,0
3674,2,0,1,1,1,0,2,0,0,1498934454751090882,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:ffb2915b-783a-6853-ba78-7b5ef368e0a6,2,0
3675,2,0,1,1,1,0,2,0,0,1498934454751090882,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:ffb2915b-783a-6853-ba78-7b5ef368e0a6,2,0
3676,2,0,1,1,1,0,2,0,0,1498934454751090882,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:ffb2915b-783a-6853-ba78-7b5ef368e0a6,2,0
3677,2,0,1,1,1,0,2,0,0,1498934454751090882,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:ffb2915b-783a-6853-ba78-7b5ef368e0a6,2,0
3678,2,0,1,1,1,0,2,0,0,1498934454751090882,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:bbaf6a99-8191-4553-9181-d6112345fe5f,2,0
3679,2,0,1,1,1,0,2,0,0,1498934454761138325,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:bbaf6a99-8191-4553-9181-d6112345fe5f,3,0
3680,2,0,1,1,1,0,2,0,0,1498934454761138325,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:bbaf6a99-8191-4553-9181-d6112345fe5f,3,0
3681,2,0,1,1,1,0,2,0,0,1498934454761138325,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:bbaf6a99-8191-4553-9181-d6112345fe5f,3,0
3682,2,0,1,1,1,0,2,0,0,1498934454761138325,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:80b2e392-71b0-e050-b071-6230d0e071bc,1,0
3683,2,0,1,1,1,0,2,0,0,1498934454761138325,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:cd081e7d-28b0-d852-b028-a4c132d8f0e3,2,0
3684,2,0,1,1,1,0,2,0,0,1498934454761138325,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:80b2e392-71b0-e050-b071-6230d0e071bc,1,0
3685,2,0,1,1,1,0,2,0,0,1498934454761138325,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:80b2e392-71b0-e050-b071-6230d0e071bc,1,0
3686,2,0,1,1,1,0,2,0,0,1498934454761138325,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:7aeb6687-464a-a95b-8a46-7a51eba972d5,0,0
3687,2,0,1,1,1,0,2,0,0,1498934454761138325,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:7aeb6687-464a-a95b-8a46-7a51eba972d5,0,0
3688,2,0,1,1,1,0,2,0,0,1498934454761138325,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:0bea0667-07b2-9150-b207-681ea0917bda,0,0
3689,2,0,1,1,1,0,2,0,0,1498934454761138325,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:0bea0667-07b2-9150-b207-681ea0917bda,0,0
3690,2,0,1,1,1,0,2,0,0,1498934454761138325,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:cd081e7d-28b0-d852-b028-a4c132d8f0e3,2,0
3691,2,0,1,1,1,0,2,0,0,1498934454761138325,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:0bea0667-07b2-9150-b207-681ea0917bda,0,0
3692,2,0,1,1,1,0,2,0,0,1498934454761138325,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:cd081e7d-28b0-d852-b028-a4c132d8f0e3,2,0
3693,2,0,1,1,1,0,2,0,0,1498934454761138325,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:cd081e7d-28b0-d852-b028-a4c132d8f0e3,2,0
3694,2,0,1,1,1,0,2,0,0,1498934454761138325,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:0bea0667-07b2-9150-b207-681ea0917bda,0,0
3695,2,0,1,1,1,0,2,0,0,1498934454761138325,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:cd081e7d-28b0-d852-b028-a4c132d8f0e3,2,0
3696,2,0,1,1,1,0,2,0,0,1498934454761138325,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:0bea0667-07b2-9150-b207-681ea0917bda,0,0
3697,2,0,1,1,1,0,2,0,0,1498934454761138325,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:0bea0667-07b2-9150-b207-681ea0917bda,0,0
3698,2,0,1,1,1,0,2,0,0,1498934454761138325,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:7aeb6687-464a-a95b-8a46-7a51eba972d5,0,0
3699,2,0,1,1,1,0,2,0,0,1498934454761138325,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:cd081e7d-28b0-d852-b028-a4c132d8f0e3,2,0
3700,2,0,1,1,1,0,2,0,0,1498934454761138325,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:7aeb6687-464a-a95b-8a46-7a51eba972d5,0,0
3701,2,0,1,1,1,0,2,0,0,1498934454761138325,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:cd081e7d-28b0-d852-b028-a4c132d8f0e3,2,0
3702,2,0,1,1,1,0,2,0,0,1498934454761138325,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:7aeb6687-464a-a95b-8a46-7a51eba972d5,0,0
3703,2,0,1,1,1,0,2,0,0,1498934454761138325,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:7aeb6687-464a-a95b-8a46-7a51eba972d5,0,0
3704,2,0,1,1,1,0,2,0,0,1498934454761138325,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:80b2e392-71b0-e050-b071-6230d0e071bc,1,0
3705,2,0,1,1,1,0,2,0,0,1498934454761138325,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:cd081e7d-28b0-d852-b028-a4c132d8f0e3,2,0
3706,2,0,1,1,1,0,2,0,0,1498934454761138325,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:54923d22-ed11-a95e-91ed-4ad7bea9a1cd,2,0
3707,2,0,1,1,1,0,2,0,0,1498934454761138325,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:80b2e392-71b0-e050-b071-6230d0e071bc,1,0
3708,2,0,1,1,1,0,2,0,0,1498934454771010238,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5ca603e7-90de-3956-9e90-fa1c1639a7f0,0,0
3709,2,0,1,1,1,0,2,0,0,1498934454771010238,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5ca603e7-90de-3956-9e90-fa1c1639a7f0,0,0
3710,2,0,1,1,1,0,2,0,0,1498934454771010238,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:eb08efa5-da23-c555-a3da-6c7915c54032,0,0
3711,2,0,1,1,1,0,2,0,0,1498934454771010238,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:eb08efa5-da23-c555-a3da-6c7915c54032,0,0
3712,2,0,1,1,1,0,2,0,0,1498934454771010238,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:54923d22-ed11-a95e-91ed-4ad7bea9a1cd,3,0
3713,2,0,1,1,1,0,2,0,0,1498934454771010238,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:eb08efa5-da23-c555-a3da-6c7915c54032,0,0
3714,2,0,1,1,1,0,2,0,0,1498934454771010238,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:54923d22-ed11-a95e-91ed-4ad7bea9a1cd,3,0
3715,2,0,1,1,1,0,2,0,0,1498934454771010238,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:54923d22-ed11-a95e-91ed-4ad7bea9a1cd,3,0
3716,2,0,1,1,1,0,2,0,0,1498934454771010238,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:eb08efa5-da23-c555-a3da-6c7915c54032,0,0
3717,2,0,1,1,1,0,2,0,0,1498934454771010238,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:54923d22-ed11-a95e-91ed-4ad7bea9a1cd,3,0
3718,2,0,1,1,1,0,2,0,0,1498934454771010238,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:eb08efa5-da23-c555-a3da-6c7915c54032,0,0
3719,2,0,1,1,1,0,2,0,0,1498934454771010238,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:eb08efa5-da23-c555-a3da-6c7915c54032,0,0
3720,2,0,1,1,1,0,2,0,0,1498934454771010238,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5ca603e7-90de-3956-9e90-fa1c1639a7f0,0,0
3721,2,0,1,1,1,0,2,0,0,1498934454775927549,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:54923d22-ed11-a95e-91ed-4ad7bea9a1cd,7,0
3722,2,0,1,1,1,0,2,0,0,1498934454775927549,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5ca603e7-90de-3956-9e90-fa1c1639a7f0,3,0
3723,2,0,1,1,1,0,2,0,0,1498934454775927549,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:54923d22-ed11-a95e-91ed-4ad7bea9a1cd,7,0
3724,2,0,1,1,1,0,2,0,0,1498934454775927549,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5ca603e7-90de-3956-9e90-fa1c1639a7f0,3,0
3725,2,0,1,1,1,0,2,0,0,1498934454775927549,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5ca603e7-90de-3956-9e90-fa1c1639a7f0,3,0
3726,2,0,1,1,1,0,2,0,0,1498934454775927549,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:80b2e392-71b0-e050-b071-6230d0e071bc,6,0
3727,2,0,1,1,1,0,2,0,0,1498934454775927549,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:54923d22-ed11-a95e-91ed-4ad7bea9a1cd,7,0
3728,2,0,1,1,1,0,2,0,0,1498934454775927549,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:9ef0650e-f51c-3556-9cf5-b41ad635550a,2,0
3729,2,0,1,1,1,0,2,0,0,1498934454775927549,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:80b2e392-71b0-e050-b071-6230d0e071bc,6,0
3730,2,0,1,1,1,0,2,0,0,1498934454775927549,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:9ef0650e-f51c-3556-9cf5-b41ad635550a,2,0
3731,2,0,1,1,1,0,2,0,0,1498934454775927549,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:80b2e392-71b0-e050-b071-6230d0e071bc,6,0
3732,2,0,1,1,1,0,2,0,0,1498934454781265021,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:9ef0650e-f51c-3556-9cf5-b41ad635550a,4,0
3733,2,0,1,1,1,0,2,0,0,1498934454781265021,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:9ef0650e-f51c-3556-9cf5-b41ad635550a,4,0
3734,2,0,1,1,1,0,2,0,0,1498934454781857141,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:2b7daa29-2755-bf5c-9527-16e1dcbf0ad9,2,0
3735,2,0,1,1,1,0,2,0,0,1498934454781857141,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:80b2e392-71b0-e050-b071-6230d0e071bc,9,0
3736,2,0,1,1,1,0,2,0,0,1498934454781857141,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5ec48982-aab6-8d5b-b6aa-6ba3db8d653f,2,0
3737,2,0,1,1,1,0,2,0,0,1498934454781857141,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5ec48982-aab6-8d5b-b6aa-6ba3db8d653f,2,0
3738,2,0,1,1,1,0,2,0,0,1498934454781857141,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5ec48982-aab6-8d5b-b6aa-6ba3db8d653f,2,0
3739,2,0,1,1,1,0,2,0,0,1498934454781857141,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5ec48982-aab6-8d5b-b6aa-6ba3db8d653f,2,0
3740,2,0,1,1,1,0,2,0,0,1498934454781857141,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:2b7daa29-2755-bf5c-9527-16e1dcbf0ad9,2,0
3741,2,0,1,1,1,0,2,0,0,1498934454781857141,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:80b2e392-71b0-e050-b071-6230d0e071bc,9,0
3742,2,0,1,1,1,0,2,0,0,1498934454781857141,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:2b7daa29-2755-bf5c-9527-16e1dcbf0ad9,2,0
3743,2,0,1,1,1,0,2,0,0,1498934454781857141,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:2b7daa29-2755-bf5c-9527-16e1dcbf0ad9,2,0
3744,2,0,1,1,1,0,2,0,0,1498934454781857141,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5bc35814-db3a-f455-badb-6eae45f47b79,2,0
3745,2,0,1,1,1,0,2,0,0,1498934454781857141,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:80b2e392-71b0-e050-b071-6230d0e071bc,9,0
3746,2,0,1,1,1,0,2,0,0,1498934454781857141,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:62cafa3c-a263-7e5e-a3a2-57c8be7ed664,2,0
3747,2,0,1,1,1,0,2,0,0,1498934454781857141,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:62cafa3c-a263-7e5e-a3a2-57c8be7ed664,2,0
3748,2,0,1,1,1,0,2,0,0,1498934454781857141,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:62cafa3c-a263-7e5e-a3a2-57c8be7ed664,2,0
3749,2,0,1,1,1,0,2,0,0,1498934454781857141,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:62cafa3c-a263-7e5e-a3a2-57c8be7ed664,2,0
3750,2,0,1,1,1,0,2,0,0,1498934454781857141,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:f0d0bf1d-4ea0-915c-a04e-9b52bc91fa69,2,0
3751,2,0,1,1,1,0,2,0,0,1498934454791209920,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:f0d0bf1d-4ea0-915c-a04e-9b52bc91fa69,3,0
3752,2,0,1,1,1,0,2,0,0,1498934454791209920,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:f0d0bf1d-4ea0-915c-a04e-9b52bc91fa69,3,0
3753,2,0,1,1,1,0,2,0,0,1498934454791209920,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:f0d0bf1d-4ea0-915c-a04e-9b52bc91fa69,3,0
3754,2,0,1,1,1,0,2,0,0,1498934454791209920,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:673f0f9e-ca3a-6957-baca-9a623769828c,2,0
3755,2,0,1,1,1,0,2,0,0,1498934454791209920,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:673f0f9e-ca3a-6957-baca-9a623769828c,2,0
